Ensembl Gene ID,Ensembl Transcript ID,Transcript Start,Transcript End,GC content,Chromosome Name
ENSG00000227509,ENST00000451348,184222901,184226187,47.31,3
ENSG00000230215,ENST00000421870,184264502,184274706,51.11,3
ENSG00000260780,ENST00000568541,24451931,24471001,38.31,15
ENSG00000229433,ENST00000457449,184474177,184490943,51.55,3
ENSG00000261621,ENST00000561964,24480225,24520162,40.49,15
ENSG00000261621,ENST00000566676,24506426,24521976,40.49,15
ENSG00000223358,ENST00000417720,184880689,184909743,42.55,3
ENSG00000223358,ENST00000444571,184880659,184898371,42.55,3
ENSG00000260959,ENST00000565943,24483292,24485339,42.92,15
ENSG00000229704,ENST00000447161,184963248,184964229,39.00,3
ENSG00000261598,ENST00000570105,24544896,24545785,33.26,15
ENSG00000214354,ENST00000398171,87865348,87866283,45.30,2
ENSG00000260760,ENST00000566797,24686274,24693114,38.05,15
ENSG00000229638,ENST00000422486,185135283,185136566,48.29,3
ENSG00000259905,ENST00000565893,24738284,24758291,39.28,15
ENSG00000259905,ENST00000565512,24758217,24779055,39.28,15
ENSG00000259905,ENST00000562244,24766828,24779055,39.28,15
ENSG00000259905,ENST00000568045,24778842,24832924,39.28,15
ENSG00000259905,ENST00000565295,24792943,24811927,39.28,15
ENSG00000259905,ENST00000568609,24803299,24832926,39.28,15
ENSG00000259905,ENST00000569908,24803305,24804739,39.28,15
ENSG00000259905,ENST00000567647,24803319,24819674,39.28,15
ENSG00000259905,ENST00000565241,24803364,24813268,39.28,15
ENSG00000259905,ENST00000562501,24815173,24832920,39.28,15
ENSG00000259905,ENST00000564898,24820099,24897277,39.28,15
ENSG00000259905,ENST00000568019,24832744,24897263,39.28,15
ENSG00000236489,ENST00000455173,185324363,185324661,45.15,3
ENSG00000225933,ENST00000452984,87954409,87954762,49.15,2
ENSG00000171658,ENST00000306399,185677828,185697626,44.60,3
ENSG00000171658,ENST00000416764,185677758,185693547,44.60,3
ENSG00000171658,ENST00000422108,185677751,185692987,44.60,3
ENSG00000171658,ENST00000436375,185677756,185689635,44.60,3
ENSG00000171658,ENST00000445507,185677760,185689693,44.60,3
ENSG00000171658,ENST00000441600,185693832,185697621,44.60,3
ENSG00000171658,ENST00000423298,185677732,185698658,44.60,3
ENSG00000234231,ENST00000427434,88000503,88037624,38.53,2
ENSG00000234231,ENST00000540487,88021818,88038766,38.53,2
ENSG00000228886,ENST00000420693,45924458,45925485,44.26,13
ENSG00000214455,ENST00000398357,45964488,45965402,48.64,13
ENSG00000214455,ENST00000545120,45964486,45964983,48.64,13
ENSG00000251015,ENST00000506633,45992297,45994506,51.63,13
ENSG00000229604,ENST00000435212,88124461,88124664,39.71,2
ENSG00000229303,ENST00000420177,46010256,46010795,50.00,13
ENSG00000225428,ENST00000423198,88268128,88268490,46.83,2
ENSG00000241061,ENST00000460716,25154079,25154972,43.26,15
ENSG00000241061,ENST00000441797,25154076,25154819,43.26,15
ENSG00000233205,ENST00000431142,88272175,88272601,62.53,2
ENSG00000232508,ENST00000449328,88664214,88665127,45.95,2
ENSG00000242088,ENST00000469695,25156021,25156272,49.21,15
ENSG00000234197,ENST00000453370,185796959,185798736,44.38,3
ENSG00000232786,ENST00000428659,46126998,46127271,37.59,13
ENSG00000224291,ENST00000451912,88727597,88728134,46.65,2
ENSG00000228869,ENST00000447446,46245980,46246526,48.99,13
ENSG00000224078,ENST00000551631,25224704,25266501,42.06,15
ENSG00000224078,ENST00000551361,25227141,25247977,42.06,15
ENSG00000224078,ENST00000553134,25245452,25265972,42.06,15
ENSG00000224078,ENST00000551938,25245461,25247551,42.06,15
ENSG00000224078,ENST00000552781,25264182,25299063,42.06,15
ENSG00000224078,ENST00000549804,25295779,25367623,42.06,15
ENSG00000224078,ENST00000547292,25296236,25301712,42.06,15
ENSG00000224078,ENST00000551077,25309918,25319198,42.06,15
ENSG00000224078,ENST00000546682,25326301,25359074,42.06,15
ENSG00000224078,ENST00000553108,25330418,25355602,42.06,15
ENSG00000224078,ENST00000553149,25362619,25418143,42.06,15
ENSG00000224078,ENST00000549301,25364212,25420017,42.06,15
ENSG00000224078,ENST00000441592,25418126,25427198,42.06,15
ENSG00000224078,ENST00000447911,25425461,25427855,42.06,15
ENSG00000224078,ENST00000424208,25426990,25467432,42.06,15
ENSG00000224078,ENST00000414175,25434450,25438636,42.06,15
ENSG00000224078,ENST00000456576,25438460,25442649,42.06,15
ENSG00000224078,ENST00000424333,25442575,25459165,42.06,15
ENSG00000224078,ENST00000450809,25451227,25458676,42.06,15
ENSG00000224078,ENST00000453082,25463499,25620623,42.06,15
ENSG00000224078,ENST00000452731,25497372,25583343,42.06,15
ENSG00000224078,ENST00000554726,25514834,25664609,42.06,15
ENSG00000224078,ENST00000580438,25663081,25664592,42.06,15
ENSG00000224078,ENST00000383025,25322013,25330407,42.06,15
ENSG00000234548,ENST00000414102,186158134,186162980,37.96,3
ENSG00000234548,ENST00000435548,186158169,186163031,37.96,3
ENSG00000234548,ENST00000421006,186158193,186162847,37.96,3
ENSG00000234548,ENST00000434896,186158777,186168485,37.96,3
ENSG00000214336,ENST00000398142,88747726,88752131,51.16,2
ENSG00000214336,ENST00000428390,88747726,88752053,51.16,2
ENSG00000225420,ENST00000413234,88838238,88875128,41.52,2
ENSG00000224406,ENST00000427914,186172780,186211450,42.41,3
ENSG00000224406,ENST00000441169,186175242,186176271,42.41,3
ENSG00000224406,ENST00000458099,186173328,186175194,42.41,3
ENSG00000224406,ENST00000427474,186172771,186173825,42.41,3
ENSG00000234028,ENST00000453008,88927057,88931337,43.73,2
ENSG00000230006,ENST00000421951,89065324,89079082,35.09,2
ENSG00000230006,ENST00000393525,89065385,89106126,35.09,2
ENSG00000230006,ENST00000427055,89065398,89076092,35.09,2
ENSG00000230006,ENST00000393515,89065419,89106116,35.09,2
ENSG00000230006,ENST00000443770,89065460,89073085,35.09,2
ENSG00000230006,ENST00000575193,89082229,89104917,35.09,2
ENSG00000230006,ENST00000454490,89100447,89106125,35.09,2
ENSG00000226859,ENST00000456535,186194516,186196159,47.75,3
ENSG00000236524,ENST00000455926,186359304,186383492,41.98,3
ENSG00000236524,ENST00000428501,186359299,186383496,41.98,3
ENSG00000225175,ENST00000451768,186405118,186410295,41.58,3
ENSG00000226724,ENST00000413467,186416309,186426363,40.90,3
ENSG00000235366,ENST00000435067,46255225,46256554,40.83,13
ENSG00000197099,ENST00000354642,186452559,186463919,41.80,3
ENSG00000237876,ENST00000426552,46261683,46262604,52.71,13
ENSG00000226652,ENST00000432890,186478893,186479564,46.43,3
ENSG00000230951,ENST00000430745,186490378,186491265,58.11,3
ENSG00000235903,ENST00000415033,46669028,46687467,39.77,13
ENSG00000251106,ENST00000510179,46844212,46844752,42.33,13
ENSG00000263826,ENST00000577781,186499569,186501968,47.50,3
ENSG00000231724,ENST00000434957,186525481,186535910,48.28,3
ENSG00000261097,ENST00000566370,46870580,46871979,42.93,13
ENSG00000232233,ENST00000419745,186528669,186543310,48.60,3
ENSG00000241353,ENST00000424051,47011529,47012123,40.52,13
ENSG00000241353,ENST00000535073,46917102,47012325,40.52,13
ENSG00000231982,ENST00000448639,186544338,186545126,60.58,3
ENSG00000226482,ENST00000422718,186569675,186573912,46.98,3
ENSG00000223803,ENST00000412545,186617987,186618346,46.11,3
ENSG00000240040,ENST00000452230,89109984,89161075,42.90,2
ENSG00000240040,ENST00000434790,89117788,89124720,42.90,2
ENSG00000233565,ENST00000451924,186640075,186640542,55.13,3
ENSG00000243079,ENST00000416521,47029338,47035157,39.73,13
ENSG00000203632,ENST00000366439,186650337,186652182,47.29,3
ENSG00000198491,ENST00000356133,186914878,186925417,47.13,3
ENSG00000231817,ENST00000458282,47029488,47032373,39.64,13
ENSG00000227019,ENST00000400428,47034744,47035256,46.00,13
ENSG00000231486,ENST00000418209,89130700,89161435,40.41,2
ENSG00000231486,ENST00000430694,89156709,89165653,40.41,2
ENSG00000205105,ENST00000378775,47065065,47065256,44.39,13
ENSG00000205105,ENST00000535895,47064997,47065397,44.39,13
ENSG00000230243,ENST00000423650,47079253,47079571,51.72,13
ENSG00000224517,ENST00000455126,47426278,47430434,42.80,13
ENSG00000224517,ENST00000452352,47426287,47428382,42.80,13
ENSG00000224517,ENST00000430913,47426287,47430434,42.80,13
ENSG00000228952,ENST00000440726,187166633,187167238,37.13,3
ENSG00000223401,ENST00000450760,187461474,187463208,55.22,3
ENSG00000197794,ENST00000357453,89214597,89214894,49.33,2
ENSG00000234590,ENST00000420444,47881217,47881436,47.27,13
ENSG00000224049,ENST00000433178,187513975,187523046,43.32,3
ENSG00000224049,ENST00000417384,187514043,187522925,43.32,3
ENSG00000234145,ENST00000432820,48337595,48338741,37.58,13
ENSG00000225136,ENST00000445958,89221844,89222269,42.96,2
ENSG00000229423,ENST00000424277,48340803,48341220,48.33,13
ENSG00000253435,ENST00000523070,89231184,89231898,44.06,2
ENSG00000228573,ENST00000417987,48399465,48410091,44.12,13
ENSG00000236864,ENST00000413056,187650552,187664009,42.84,3
ENSG00000234689,ENST00000435617,48479464,48481492,41.89,13
ENSG00000253278,ENST00000518834,89319489,89320183,48.06,2
ENSG00000260388,ENST00000566385,48504290,48506757,40.68,13
ENSG00000224187,ENST00000446091,187683556,187694195,42.14,3
ENSG00000224187,ENST00000423643,187676563,187684755,42.14,3
ENSG00000227848,ENST00000423869,48575525,48576688,51.80,13
ENSG00000253497,ENST00000521705,89345492,89345963,50.21,2
ENSG00000229111,ENST00000422483,48651273,48654127,39.37,13
ENSG00000225058,ENST00000415940,187715210,187721778,42.50,3
ENSG00000224510,ENST00000438155,48708494,48708670,41.24,13
ENSG00000253265,ENST00000517571,89377506,89378280,47.35,2
ENSG00000231473,ENST00000433480,48870649,48877797,39.88,13
ENSG00000231473,ENST00000436963,48876583,48877795,39.88,13
ENSG00000236412,ENST00000444379,187719488,187721194,43.06,3
ENSG00000254157,ENST00000522607,89428207,89428966,45.92,2
ENSG00000238086,ENST00000474415,48890999,48894611,62.77,13
ENSG00000234238,ENST00000449845,187824884,187864808,41.75,3
ENSG00000177197,ENST00000452246,48902220,48902700,44.70,13
ENSG00000253732,ENST00000518132,89434458,89434740,48.76,2
ENSG00000233456,ENST00000452288,49144775,49147453,43.82,13
ENSG00000233610,ENST00000425350,49151110,49152224,46.01,13
ENSG00000224563,ENST00000434996,188280026,188286454,36.40,3
ENSG00000225131,ENST00000453033,49345264,49345963,50.71,13
ENSG00000225131,ENST00000419812,49345759,49345965,50.71,13
ENSG00000253578,ENST00000524313,89470259,89470696,48.17,2
ENSG00000257647,ENST00000546615,25272883,25277194,36.34,15
ENSG00000234076,ENST00000444488,188659504,188665428,42.62,3
ENSG00000223724,ENST00000451754,49618215,49620930,39.51,13
ENSG00000236182,ENST00000411493,188707171,188707924,47.88,3
ENSG00000253625,ENST00000518729,89471506,89472037,47.56,2
ENSG00000257151,ENST00000552334,25277020,25281637,34.45,15
ENSG00000230115,ENST00000425454,188956475,188958383,40.02,3
ENSG00000261069,ENST00000567527,25332808,25334043,49.76,15
ENSG00000253202,ENST00000523155,89491988,89492240,52.96,2
ENSG00000235957,ENST00000446556,49761615,49761806,45.83,13
ENSG00000227971,ENST00000427601,189363116,189363255,40.00,3
ENSG00000261529,ENST00000565581,25590780,25592382,37.99,15
ENSG00000230077,ENST00000437063,189686819,189687650,46.75,3
ENSG00000231665,ENST00000447552,49784558,49786430,45.22,13
ENSG00000254098,ENST00000518305,89495584,89496317,46.32,2
ENSG00000235731,ENST00000422117,25729978,25823938,41.39,15
ENSG00000225764,ENST00000412203,189838753,189862635,38.07,3
ENSG00000253998,ENST00000521304,89533655,89534393,45.74,2
ENSG00000253998,ENST00000558710,89533687,89533965,45.74,2
ENSG00000236577,ENST00000435400,50063106,50063500,41.27,13
ENSG00000238077,ENST00000457517,189884553,189885440,42.57,3
ENSG00000223628,ENST00000454464,25826116,25826270,39.35,15
ENSG00000253158,ENST00000523109,89551697,89552222,48.48,2
ENSG00000176882,ENST00000451812,50194450,50194782,59.10,13
ENSG00000176882,ENST00000316159,50194450,50194784,59.10,13
ENSG00000231047,ENST00000450607,190342384,190342958,47.30,3
ENSG00000228730,ENST00000438156,190415712,190416637,38.88,3
ENSG00000259011,ENST00000557558,26110442,26122358,42.98,15
ENSG00000253870,ENST00000519290,89553057,89553501,48.54,2
ENSG00000203547,ENST00000366359,50243040,50243254,55.35,13
ENSG00000224798,ENST00000424106,50351804,50354767,39.10,13
ENSG00000232610,ENST00000430443,190432600,190434188,41.54,3
ENSG00000206187,ENST00000383019,26147507,26298267,43.09,15
ENSG00000206187,ENST00000557171,26147580,26177899,43.09,15
ENSG00000253860,ENST00000521692,89575056,89575545,49.18,2
ENSG00000214147,ENST00000397646,190548754,190549962,50.62,3
ENSG00000181358,ENST00000318353,50464727,50467134,42.40,13
ENSG00000253461,ENST00000517744,89586446,89586730,48.77,2
ENSG00000231607,ENST00000433070,50618523,50656128,37.18,13
ENSG00000231607,ENST00000421758,50623325,50656109,37.18,13
ENSG00000231607,ENST00000449579,50623326,50656114,37.18,13
ENSG00000231607,ENST00000425586,50601269,50699856,37.18,13
ENSG00000231607,ENST00000443587,50618651,50656108,37.18,13
ENSG00000231607,ENST00000438752,50617572,50656114,37.18,13
ENSG00000231607,ENST00000416253,50613528,50656114,37.18,13
ENSG00000231607,ENST00000458725,50618051,50656114,37.18,13
ENSG00000231607,ENST00000235290,50618050,50656127,37.18,13
ENSG00000233308,ENST00000430375,190931080,190952394,37.00,3
ENSG00000223812,ENST00000439804,191275113,191308145,33.99,3
ENSG00000223812,ENST00000438488,191286324,191291298,33.99,3
ENSG00000253487,ENST00000519999,89594990,89595212,47.53,2
ENSG00000253592,ENST00000517443,89609655,89609901,45.75,2
ENSG00000237653,ENST00000434379,191670138,191670615,59.83,3
ENSG00000254009,ENST00000518423,89911273,89911512,45.42,2
ENSG00000232353,ENST00000452657,191747669,191754031,37.18,3
ENSG00000232353,ENST00000444729,191747669,191754346,37.18,3
ENSG00000232353,ENST00000412486,191749998,191754178,37.18,3
ENSG00000258965,ENST00000557200,26173298,26173722,41.41,15
ENSG00000253127,ENST00000518643,89925832,89926057,47.35,2
ENSG00000258931,ENST00000557426,26295685,26297423,44.28,15
ENSG00000232747,ENST00000442736,89934312,89934582,50.92,2
ENSG00000259150,ENST00000556213,26360960,26378173,44.18,15
ENSG00000259150,ENST00000556159,26360972,26371518,44.18,15
ENSG00000259150,ENST00000557523,26361058,26361819,44.18,15
ENSG00000259150,ENST00000557672,26363855,26378184,44.18,15
ENSG00000259150,ENST00000553382,26376819,26378172,44.18,15
ENSG00000253501,ENST00000522638,89945567,89946056,49.59,2
ENSG00000231383,ENST00000530635,191955826,191962776,35.74,3
ENSG00000231383,ENST00000414920,191956419,192000886,35.74,3
ENSG00000253191,ENST00000517449,89967232,89967677,47.98,2
ENSG00000230126,ENST00000443165,192232811,192234362,52.64,3
ENSG00000235160,ENST00000451579,26640219,26691921,39.14,15
ENSG00000235160,ENST00000450324,26678521,26691748,39.14,15
ENSG00000253999,ENST00000519131,89968511,89969012,48.80,2
ENSG00000235518,ENST00000451816,26902177,26903910,41.75,15
ENSG00000226709,ENST00000452848,192234620,192239187,34.08,3
ENSG00000224607,ENST00000453184,90007677,90008145,48.33,2
ENSG00000224607,ENST00000558152,90007709,90008154,48.33,2
ENSG00000242793,ENST00000478962,27096279,27096757,40.08,15
ENSG00000259122,ENST00000557500,27210064,27215532,43.57,15
ENSG00000232130,ENST00000414895,192862253,192894653,38.15,3
ENSG00000228740,ENST00000439938,27402762,27406466,41.08,15
ENSG00000236229,ENST00000423931,192873245,192874997,49.23,3
ENSG00000254097,ENST00000519599,90028797,90029031,51.91,2
ENSG00000231862,ENST00000435843,50638816,50640735,33.23,13
ENSG00000214254,ENST00000438334,27453236,27453782,50.64,15
ENSG00000236508,ENST00000414634,193025033,193032151,42.31,3
ENSG00000254345,ENST00000518179,90048212,90048737,47.53,2
ENSG00000214359,ENST00000425606,50673467,50674004,51.86,13
ENSG00000225473,ENST00000431512,193271002,193272877,38.65,3
ENSG00000225473,ENST00000426459,193271201,193272701,38.65,3
ENSG00000258624,ENST00000554978,27585671,27585951,36.65,15
ENSG00000253365,ENST00000518953,90049551,90049994,47.97,2
ENSG00000261426,ENST00000567953,27607456,27611544,42.21,15
ENSG00000236297,ENST00000420064,193296601,193297202,37.97,3
ENSG00000236297,ENST00000449483,193296790,193310879,37.97,3
ENSG00000232150,ENST00000495613,50746225,50747317,46.48,13
ENSG00000258970,ENST00000557025,27663942,27665881,39.64,15
ENSG00000253765,ENST00000523346,90085628,90085889,47.71,2
ENSG00000254220,ENST00000519785,90091427,90092218,46.21,2
ENSG00000223676,ENST00000445636,50935546,50935899,41.81,13
ENSG00000259152,ENST00000553919,27667527,27673484,42.35,15
ENSG00000224855,ENST00000433105,193336398,193345121,33.58,3
ENSG00000224855,ENST00000444085,193336398,193345126,33.58,3
ENSG00000259168,ENST00000556642,27728181,27786343,39.23,15
ENSG00000259168,ENST00000557170,27782046,27787137,39.23,15
ENSG00000178894,ENST00000323194,90137998,90138233,47.46,2
ENSG00000254292,ENST00000522473,90160638,90161416,46.98,2
ENSG00000229323,ENST00000428276,51095069,51101585,43.27,13
ENSG00000223986,ENST00000447462,193483470,193483792,59.13,3
ENSG00000258594,ENST00000553822,27866680,27874435,34.28,15
ENSG00000253906,ENST00000520194,90218730,90219428,48.50,2
ENSG00000237152,ENST00000413510,51381992,51423145,40.10,13
ENSG00000229155,ENST00000439074,193560349,193561798,50.10,3
ENSG00000229155,ENST00000445168,193560600,193561813,50.10,3
ENSG00000258853,ENST00000553644,27929644,27930914,40.76,15
ENSG00000233672,ENST00000454605,51456514,51484848,39.09,13
ENSG00000237677,ENST00000419544,90294146,90294339,52.06,2
ENSG00000234047,ENST00000424815,90300126,90300402,51.26,2
ENSG00000237474,ENST00000413262,90512495,90512771,51.26,2
ENSG00000214146,ENST00000397645,193675161,193721448,44.30,3
ENSG00000214146,ENST00000414309,193719646,193721425,44.30,3
ENSG00000232394,ENST00000419100,28020767,28021944,53.14,15
ENSG00000123201,ENST00000493639,51568769,51640142,43.54,13
ENSG00000123201,ENST00000533288,51568829,51654967,43.54,13
ENSG00000123201,ENST00000485590,51578389,51581996,43.54,13
ENSG00000123201,ENST00000531898,51581127,51637030,43.54,13
ENSG00000123201,ENST00000389600,51589552,51640343,43.54,13
ENSG00000123201,ENST00000532104,51590244,51654998,43.54,13
ENSG00000123201,ENST00000537462,51568651,51640293,43.54,13
ENSG00000237261,ENST00000415635,90532368,90532626,50.97,2
ENSG00000226615,ENST00000428749,91635931,91636149,68.49,2
ENSG00000219041,ENST00000455863,91678896,91679403,47.20,2
ENSG00000219041,ENST00000405516,91679096,91679734,47.20,2
ENSG00000238043,ENST00000426616,193698403,193723887,45.63,3
ENSG00000227114,ENST00000432762,91685386,91685524,41.73,2
ENSG00000224403,ENST00000411853,193711120,193711774,46.26,3
ENSG00000203344,ENST00000366169,91693219,91693945,51.03,2
ENSG00000230102,ENST00000432154,193766709,193787318,45.47,3
ENSG00000230102,ENST00000449350,193727965,193788741,45.47,3
ENSG00000230102,ENST00000458224,193723245,193788759,45.47,3
ENSG00000230102,ENST00000443776,193770170,193776266,45.47,3
ENSG00000230102,ENST00000420947,193733232,193775468,45.47,3
ENSG00000214164,ENST00000419163,91723049,91723916,49.88,2
ENSG00000213356,ENST00000393641,91734174,91734450,51.26,2
ENSG00000235388,ENST00000437744,91740600,91740793,51.55,2
ENSG00000230964,ENST00000454518,91766537,91766632,39.58,2
ENSG00000228992,ENST00000454085,28140850,28141728,42.21,15
ENSG00000261600,ENST00000567067,91768393,91768920,26.52,2
ENSG00000256338,ENST00000544920,28560798,28561102,52.79,15
ENSG00000261401,ENST00000566500,28577383,28581755,47.04,15
ENSG00000233991,ENST00000443031,91777536,91809447,45.84,2
ENSG00000261561,ENST00000568969,28591636,28591793,59.49,15
ENSG00000143429,ENST00000423774,91842941,91843529,46.85,2
ENSG00000143429,ENST00000544283,91823266,91845911,46.85,2
ENSG00000143429,ENST00000271699,91824709,91847975,46.85,2
ENSG00000237850,ENST00000564897,28594197,28603160,51.63,15
ENSG00000237850,ENST00000568624,28594197,28603226,51.63,15
ENSG00000237850,ENST00000454724,28594197,28603226,51.63,15
ENSG00000237850,ENST00000424531,28595397,28603226,51.63,15
ENSG00000229964,ENST00000457815,193809350,193826963,47.58,3
ENSG00000232874,ENST00000418353,193848405,193848990,49.83,3
ENSG00000261497,ENST00000565703,28607942,28610877,42.17,15
ENSG00000225742,ENST00000415869,193920805,193967942,44.61,3
ENSG00000225742,ENST00000432908,193921269,193924096,44.61,3
ENSG00000261524,ENST00000561950,28648014,28650179,56.19,15
ENSG00000260159,ENST00000564639,28699806,28702929,67.89,15
ENSG00000184303,ENST00000456605,91872473,91873910,64.08,2
ENSG00000184303,ENST00000328341,91873338,91873909,64.08,2
ENSG00000184303,ENST00000541904,91873148,91874507,64.08,2
ENSG00000261365,ENST00000563970,28718468,28718594,37.01,15
ENSG00000238097,ENST00000455821,193965437,193975561,50.28,3
ENSG00000260053,ENST00000566803,28751770,28753954,56.16,15
ENSG00000230572,ENST00000436174,91874128,91900136,38.25,2
ENSG00000230572,ENST00000445955,91884478,91902771,38.25,2
ENSG00000261041,ENST00000567691,28791058,28794923,41.39,15
ENSG00000227717,ENST00000567652,28798784,28806525,51.61,15
ENSG00000227717,ENST00000440738,28798718,28807725,51.61,15
ENSG00000227717,ENST00000419645,28798718,28806525,51.61,15
ENSG00000228271,ENST00000440556,193994471,194005157,51.95,3
ENSG00000214145,ENST00000456816,194014254,194030493,49.49,3
ENSG00000214145,ENST00000429578,194017424,194030592,49.49,3
ENSG00000214145,ENST00000414120,194018988,194030589,49.49,3
ENSG00000214145,ENST00000397644,194019235,194023820,49.49,3
ENSG00000260444,ENST00000566048,28810132,28810298,58.68,15
ENSG00000226792,ENST00000563710,51656984,51685078,42.97,13
ENSG00000226792,ENST00000433280,51658217,51746524,42.97,13
ENSG00000226792,ENST00000569306,51658260,51746358,42.97,13
ENSG00000223703,ENST00000445234,91924752,91955465,47.01,2
ENSG00000261581,ENST00000562845,28820165,28824546,46.96,15
ENSG00000232531,ENST00000413684,91935966,91937012,53.60,2
ENSG00000232531,ENST00000536556,91935966,91937021,53.60,2
ENSG00000206149,ENST00000507787,28834638,28836269,42.75,15
ENSG00000206149,ENST00000529624,28835335,28919173,42.75,15
ENSG00000206149,ENST00000529537,28857288,28878420,42.75,15
ENSG00000206149,ENST00000524476,28878269,28886711,42.75,15
ENSG00000206149,ENST00000529353,28878271,28887567,42.75,15
ENSG00000206149,ENST00000530420,28896567,28919061,42.75,15
ENSG00000206149,ENST00000528584,28899588,28930410,42.75,15
ENSG00000206149,ENST00000569226,28916981,28927324,42.75,15
ENSG00000206149,ENST00000382946,28878245,28887539,42.75,15
ENSG00000206149,ENST00000542073,28896567,28902401,42.75,15
ENSG00000206149,ENST00000383034,28900625,28919061,42.75,15
ENSG00000236969,ENST00000418938,91963970,91969195,52.47,2
ENSG00000233058,ENST00000448892,194208183,194239008,45.20,3
ENSG00000233058,ENST00000437597,194218688,194231376,45.20,3
ENSG00000235235,ENST00000514060,92005797,92006268,47.66,2
ENSG00000235235,ENST00000416474,92005982,92006650,47.66,2
ENSG00000244675,ENST00000455557,194217053,194222232,42.45,3
ENSG00000214330,ENST00000445663,92028627,92031828,60.81,2
ENSG00000232873,ENST00000440847,194283707,194284730,52.34,3
ENSG00000237085,ENST00000411737,92047410,92047503,35.11,2
ENSG00000227497,ENST00000445594,92065995,92068221,44.19,2
ENSG00000231770,ENST00000447982,194304911,194310978,48.38,3
ENSG00000231770,ENST00000419571,194305028,194310978,48.38,3
ENSG00000231770,ENST00000453671,194304740,194310989,48.38,3
ENSG00000230349,ENST00000413926,51657937,51659535,52.16,13
ENSG00000214878,ENST00000399168,51735859,51736493,44.25,13
ENSG00000236778,ENST00000434512,52028283,52124128,39.82,13
ENSG00000224892,ENST00000427198,52034661,52035532,43.58,13
ENSG00000214329,ENST00000398120,92071102,92119740,37.77,2
ENSG00000229906,ENST00000411777,52070156,52070387,40.09,13
ENSG00000224451,ENST00000433775,52172542,52173930,41.90,13
ENSG00000226830,ENST00000413571,52195049,52197358,40.95,13
ENSG00000229334,ENST00000447139,194353652,194366130,47.85,3
ENSG00000231856,ENST00000456688,52378433,52387356,46.83,13
ENSG00000232872,ENST00000454280,52482354,52484757,42.10,13
ENSG00000233987,ENST00000439479,194426277,194427693,52.72,3
ENSG00000236044,ENST00000439042,52540878,52541285,44.36,13
ENSG00000226481,ENST00000413404,92128694,92130066,41.71,2
ENSG00000226481,ENST00000444826,92129159,92130496,41.71,2
ENSG00000217576,ENST00000416599,52741844,52768600,40.35,13
ENSG00000217576,ENST00000451298,52741844,52865692,40.35,13
ENSG00000217576,ENST00000422308,52793479,52908412,40.35,13
ENSG00000217576,ENST00000424511,52898036,52908410,40.35,13
ENSG00000237222,ENST00000423318,194429150,194502897,46.70,3
ENSG00000237222,ENST00000454508,194429769,194430918,46.70,3
ENSG00000234805,ENST00000430515,194476318,194478151,59.60,3
ENSG00000234898,ENST00000416118,92145462,92151636,45.70,2
ENSG00000235147,ENST00000436016,92194706,92195147,49.10,2
ENSG00000254398,ENST00000531834,28924551,28927398,46.14,15
ENSG00000230401,ENST00000422271,194485967,194489441,46.62,3
ENSG00000261480,ENST00000568033,28964523,28983577,39.91,15
ENSG00000248334,ENST00000563942,28982729,29000015,39.88,15
ENSG00000248334,ENST00000515318,28983168,28993572,39.88,15
ENSG00000248334,ENST00000508764,28986247,28999701,39.88,15
ENSG00000248334,ENST00000512149,28992917,29002537,39.88,15
ENSG00000223816,ENST00000451163,92222552,92223026,47.72,2
ENSG00000223816,ENST00000540327,92222172,92222840,47.72,2
ENSG00000244576,ENST00000455796,194489535,194500387,48.04,3
ENSG00000237383,ENST00000429351,95391419,95391680,59.92,2
ENSG00000243406,ENST00000423686,52749774,52768513,39.76,13
ENSG00000240295,ENST00000415410,194500958,194502106,49.00,3
ENSG00000239372,ENST00000403471,52793663,52871963,38.91,13
ENSG00000227265,ENST00000424978,95400401,95401589,42.47,2
ENSG00000238031,ENST00000427064,194548619,194553321,48.22,3
ENSG00000260844,ENST00000562515,29008583,29009297,49.79,15
ENSG00000213355,ENST00000421872,95403082,95403994,58.16,2
ENSG00000232431,ENST00000430589,29033389,29034538,45.40,15
ENSG00000232431,ENST00000567053,29033748,29037148,45.40,15
ENSG00000233303,ENST00000458531,194815317,194816786,57.07,3
ENSG00000234837,ENST00000422564,95416327,95417038,38.62,2
ENSG00000230266,ENST00000447975,194868600,194873519,45.41,3
ENSG00000230266,ENST00000426468,194868620,194873192,45.41,3
ENSG00000256951,ENST00000431496,29034345,29034632,63.54,15
ENSG00000223564,ENST00000426492,95425004,95426024,52.50,2
ENSG00000235660,ENST00000443679,53058296,53058815,37.50,13
ENSG00000261377,ENST00000565892,29034810,29035450,41.12,15
ENSG00000261377,ENST00000562423,29034973,29053444,41.12,15
ENSG00000261377,ENST00000566321,29046512,29064145,41.12,15
ENSG00000261377,ENST00000563202,29060492,29078483,41.12,15
ENSG00000261377,ENST00000566178,29077467,29101361,41.12,15
ENSG00000261377,ENST00000564604,29077477,29096703,41.12,15
ENSG00000261377,ENST00000563144,29077526,29084129,41.12,15
ENSG00000229325,ENST00000419899,195001452,195003470,33.33,3
ENSG00000227433,ENST00000434369,195070393,195070759,45.23,3
ENSG00000232502,ENST00000412994,95426519,95426861,53.06,2
ENSG00000235571,ENST00000429308,95452433,95453006,53.83,2
ENSG00000223711,ENST00000426109,195270871,195273479,45.16,3
ENSG00000223711,ENST00000417011,195273222,195277400,45.16,3
